action,representation,direction,proofDir,hintType,hintCount,stepTime,elTime,PPType,numInteractionCurr,numInteractionTotal,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,numProblemsCompleted,isForced,numAttempts,hasCollaborator,PLMP,PLDS,PLSIMP,PLMT,PLADD,PLCONJ,PLHS,PLCD,PLDN,PLDEM,PLIMPL,PLCP,PLEQUIV,PLNULL,PLCOM,PLASSOC,PLDIST,PLABS,PLEXP,PLTAUT,PLDEL,PPLevel,numCorrectMPCurr,numCorrectDSCurr,numCorrectSIMPCurr,numCorrectMTCurr,numCorrectADDCurr,numCorrectCONJCurr,numCorrectHSCurr,numCorrectCDCurr,numCorrectDNCurr,numCorrectDEMCurr,numCorrectIMPLCurr,numCorrectCPCurr,numCorrectEQUIVCurr,numCorrectNULLCurr,numCorrectCOMCurr,numCorrectASSOCCurr,numCorrectDISTCurr,numCorrectABSCurr,numCorrectEXPCurr,numCorrectTAUTCurr,numCorrectDELCurr,numCorrectMPTotal,numCorrectDSTotal,numCorrectSIMPTotal,numCorrectMTTotal,numCorrectADDTotal,numCorrectCONJTotal,numCorrectHSTotal,numCorrectCDTotal,numCorrectDNTotal,numCorrectDEMTotal,numCorrectIMPLTotal,numCorrectCPTotal,numCorrectEQUIVTotal,numCorrectNULLTotal,numCorrectCOMTotal,numCorrectASSOCTotal,numCorrectDISTTotal,numCorrectABSTotal,numCorrectEXPTotal,numCorrectTAUTTotal,numCorrectDELTotal,numWrongMPCurr,numWrongDSCurr,numWrongSIMPCurr,numWrongMTCurr,numWrongADDCurr,numWrongCONJCurr,numWrongHSCurr,numWrongCDCurr,numWrongDNCurr,numWrongDEMCurr,numWrongIMPLCurr,numWrongCPCurr,numWrongEQUIVCurr,numWrongNULLCurr,numWrongCOMCurr,numWrongASSOCCurr,numWrongDISTCurr,numWrongABSCurr,numWrongEXPCurr,numWrongTAUTCurr,numWrongDELCurr,numWrongMPTotal,numWrongDSTotal,numWrongSIMPTotal,numWrongMTTotal,numWrongADDTotal,numWrongCONJTotal,numWrongHSTotal,numWrongCDTotal,numWrongDNTotal,numWrongDEMTotal,numWrongIMPLTotal,numWrongCPTotal,numWrongEQUIVTotal,numWrongNULLTotal,numWrongCOMTotal,numWrongASSOCTotal,numWrongDISTTotal,numWrongABSTotal,numWrongEXPTotal,numWrongTAUTTotal,numWrongDELTotal,numMPCurr,numDSCurr,numSIMPCurr,numMTCurr,numADDCurr,numCONJCurr,numHSCurr,numCDCurr,numDNCurr,numDEMCurr,numIMPLCurr,numCPCurr,numEQUIVCurr,numNULLCurr,numCOMCurr,numASSOCCurr,numDISTCurr,numABSCurr,numEXPCurr,numTAUTCurr,numDELCurr,numMPTotal,numDSTotal,numSIMPTotal,numMTTotal,numADDTotal,numCONJTotal,numHSTotal,numCDTotal,numDNTotal,numDEMTotal,numIMPLTotal,numCPTotal,numEQUIVTotal,numNULLTotal,numCOMTotal,numASSOCTotal,numDISTTotal,numABSTotal,numEXPTotal,numTAUTTotal,numDELTotal,elTimeTotal,hintRequestedTutor,hintRequestedCurr,hintRequestedTotal,hintForcedTutor,hintForcedTotal,hintForcedCurr,hintFollowCurr,hintFollowTutor,hintFollowTotal,hintRequestedFollowCurr,hintRequestedFollowTotal,hintRequestedFollowTutor,hintForcedFollowCurr,hintForcedFollowTotal,hintForcedFollowTutor,hintFollowRateCurr,hintFollowRateTotal,hintFollowRateTutor,hintForcedFollowRateCurr,hintForcedFollowRateTotal,hintForcedFollowRateTutor,hintRequestedFollowRateCurr,hintRequestedFollowRateTotal,hintRequestedFollowRateTutor,currLvl,numCorrectRuleAppCurr,numCorrectRuleAppTotal,numCorrectRuleAppTutor,numRuleAppTotal,numRuleAppTutor,numRuleAppCurr,numCorrectRuleAppRateCurr,numCorrectRuleAppRateTotal,numCorrectRuleAppRateTutor,elTimeTutor,stateChangedB4FollowHint,lvl1_timeCost,diffRulesApplied,diffNodesHighlighted,nodesDerived,numRestart,numDiffNodeInResult,hintCorrectness,scoreHintedRule,PLHintedRule,numCorrectHintedRuleCurr,numCorrectHintedRuleTotal,numWrongHintedRuleTotal,numWrongHintedRuleCurr,numHintedRuleCurr,numHintedRuleTotal,accuracyHintedRuleCurr,accuracyHintedRuleTotal,prevActionTime,prevAction,prevRuleAppCorrectness,prevRuleTime,prevStateChangeTime,hintFollow
3,0,0,0,2,1,4.344,44.142,0,6,6,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,0,1,0,0.297072353,0.036408257,0.800831063,0.01,0.011340922,0.01,0.01,0.01,0.01,0.011547283,0.027247848,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.142,5,0,0,8,2,2,2,12,2,0,0,4,2,2,8,1,1,0.923076923,1,1,1,NA,NA,0.8,1,3,3,135,3,171,3,1,1,0.789473684,44.142,1,6.227,1,0,1,0,1,1,77,0.800831063,1,1,0,0,1,1,1,1,4.344,1,NA,NA,18.513,1
4,0,0,0,2,1,62.51,62.51,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.991638569,0.291283416,0.864552255,0.01,0.297072353,0.01,0.01,0.01,0.027598299,0.01,0.024655882,0.024655882,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.51,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,0,0,6,0,6,0,NA,NA,1,62.51,2,41.914,2,3,2,0,2,1,1,0.01,0,0,0,0,0,0,NA,NA,61.738,-1,NA,NA,61.738,1
3,0,0,0,2,1,21.498,40.886,2,3,3,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0.999986953,0.796365869,0.994721396,0.01,0.800831063,0.118945582,0.118945582,0.01,0.027598299,0.01,0.024655882,0.078010726,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.886,0,0,0,2,1,1,1,2,1,0,0,0,1,1,2,1,1,1,1,1,1,NA,NA,NA,3,2,2,15,2,15,2,1,1,1,40.886,1,41.097,2,1,1,0,1,1,102,0.994721396,0,0,0,0,0,0,NA,NA,7.75,-1,NA,NA,39.765,1
7,0,0,0,2,1,2.836,84.819,2,10,10,3,2,3,0,1,0,1,0,0,0,3,2,3,0,1,0,1,0,0,0,2,1,1,0,0.999986953,0.796365869,0.998287038,0.01,0.800831063,0.118945582,0.118945582,0.01,0.027598299,0.01,0.024655882,0.078010726,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,-1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.819,1,1,1,2,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,16,3,16,3,1,1,1,84.819,2,10.036,2,3,2,0,2,1,1,0.01,0,0,0,0,0,0,NA,NA,2.836,5,1,2.836,2.836,1
7,0,0,0,2,1,1.428,265.793,2,48,48,16,3,9,11,2,4,3,0,0,0,16,3,9,11,2,4,3,0,0,0,2,1,1,0,0.999991367,0.923495963,0.998287038,0.039311765,0.925437192,0.118945582,0.118945582,0.01,0.027598299,0.01,0.024655882,0.032175681,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,-1,1,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,265.793,3,3,3,2,1,1,4,5,4,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,3,8,8,21,8,21,8,1,1,1,265.793,1,7.927,1,2,1,0,1,1,91,0.923495963,0,0,0,0,0,0,NA,NA,1.428,3,1,1.428,1.428,1
7,0,0,0,2,1,1.435,275.155,2,52,52,18,3,10,11,2,4,4,0,0,0,18,3,10,11,2,4,4,0,0,0,2,1,1,0,0.999991367,0.973893156,0.998287038,0.039311765,0.925437192,0.118945582,0.118945582,0.01,0.027598299,0.01,0.024655882,0.032175681,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,-1,1,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,275.155,4,4,4,2,1,1,5,6,5,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,3,9,9,22,9,22,9,1,1,1,275.155,1,14.086,1,1,1,0,1,1,92,0.925437192,4,4,0,0,4,4,1,1,1.435,3,1,1.435,1.435,1
1,0,0,0,2,1,13.134,13.134,9,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0.999262308,0.999617614,0.999999972,0.297072353,0.384442388,0.997280847,0.999349953,0.512681391,0.992314482,0.606047221,0.981610749,0.986782689,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.134,4,0,0,3,1,1,1,7,1,0,0,4,1,1,3,1,1,1,1,1,1,NA,NA,1,6,0,0,69,0,75,0,NA,NA,0.92,13.134,1,6.015,1,1,1,0,1,1,116,0.981610749,0,0,0,0,0,0,NA,NA,10.307,-1,NA,NA,10.307,1
7,0,0,0,2,1,2.524,21.673,9,3,3,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,5,1,1,0,0.999262308,0.999617614,0.999999972,0.297072353,0.384442388,0.997280847,0.999349953,0.512681391,0.992314482,0.606047221,0.993978062,0.986782689,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.673,5,1,1,3,1,1,2,8,2,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,6,1,1,70,1,76,1,1,1,0.921052632,21.673,1,4.256,1,1,1,0,1,1,85,0.986782689,0,0,0,0,0,0,NA,NA,2.524,3,1,2.524,2.524,1
7,0,0,0,2,1,1.574,34.783,9,9,9,3,0,3,0,1,0,2,0,0,0,3,0,3,0,1,0,2,0,0,0,5,1,1,0,0.999262308,0.999617614,0.999999972,0.297072353,0.384442388,0.997280847,0.999349953,0.512681391,0.997501822,0.606047221,0.993978062,0.995687236,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,34.783,6,2,2,3,1,1,3,9,3,2,2,6,1,1,3,1,1,1,1,1,1,1,1,1,6,3,3,72,3,78,3,1,1,0.923076923,34.783,1,5.753,1,1,1,0,1,1,89,0.995687236,1,1,0,0,1,1,1,1,1.574,5,1,1.574,1.574,1
7,0,0,0,2,1,1.89,42.426,9,12,12,4,0,4,0,1,0,3,0,0,0,4,0,4,0,1,0,3,0,0,0,5,1,1,0,0.999262308,0.999617614,0.999999972,0.297072353,0.384442388,0.997280847,0.999349953,0.512681391,0.997501822,0.606047221,0.993978062,0.998601394,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,42.426,7,3,3,3,1,1,3,9,3,2,2,6,1,1,3,0.75,0.75,0.9,1,1,1,0.666666667,0.666666667,0.857142857,6,4,4,73,4,79,4,1,1,0.924050633,42.426,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,3,1,1.89,1.89,0
3,0,0,0,2,1,2.189,11.433,19,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,1,0,0.99772205,0.999422142,0.999999915,0.297072353,0.167328462,0.974591263,0.999349953,0.512681391,0.931087757,0.137827286,0.918455189,0.986782689,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.433,8,0,0,4,1,1,1,10,1,0,0,6,1,1,4,1,1,0.833333333,1,1,1,NA,NA,0.75,5,1,1,117,1,130,1,1,1,0.9,11.433,0,0,1,0,0,0,0,1,82,0.931087757,1,1,0,0,1,1,1,1,2.189,1,NA,NA,10.47,1
3,0,0,0,2,0,6.761,24.493,19,5,5,2,0,2,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,9,0,1,0,0.99772205,0.999422142,0.999999915,0.297072353,0.167328462,0.974591263,0.999349953,0.512681391,0.976612247,0.137827286,0.945263202,0.986782689,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.493,8,0,0,5,2,2,2,11,2,0,0,6,2,2,5,1,1,0.846153846,1,1,1,NA,NA,0.75,5,2,2,118,2,131,2,1,1,0.900763359,24.493,3,67.673,4,3,3,0,1,1,44,0.297072353,0,0,0,0,0,0,NA,NA,6.761,1,NA,NA,10.561,1
1,0,0,0,2,1,16.25,16.25,19,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0.99772205,0.999422142,0.999999915,0.297072353,0.167328462,0.974591263,0.98112546,0.512681391,0.586762929,0.012607001,0.277143277,0.717054745,0.01,0.01,0.01,0.011340922,0.027717379,0.01,0.01,0.027247848,0.01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,8,0,0,6,1,1,1,12,1,0,0,6,1,1,6,1,1,0.857142857,1,1,1,NA,NA,0.75,5,0,0,123,0,136,0,NA,NA,0.904411765,16.25,1,7.127,1,1,1,0,1,1,74,0.277143277,0,0,0,0,0,0,NA,NA,13.415,-1,NA,NA,13.541,1
4,0,0,0,2,1,43.768,850.19,0,14,14,3,0,3,7,1,0,0,0,0,0,3,0,3,7,1,0,0,0,0,0,12,0,1,0,0.01,0.039311765,0.041235801,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.19,8,0,0,7,1,1,1,13,1,0,0,6,1,1,7,1,1,0.866666667,1,1,1,NA,NA,0.75,1,2,2,139,2,155,2,1,1,0.896774194,850.19,1,18.668,1,2,1,0,1,1,1,0.01,0,0,0,0,0,0,NA,NA,11.32,-1,NA,NA,43.768,1
1,0,0,0,2,1,84.88,953.738,0,21,21,6,0,4,10,1,0,0,0,0,0,6,0,4,10,1,0,0,0,0,0,12,0,1,0,0.039311765,0.039311765,0.041235801,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.738,8,0,0,8,2,2,2,14,2,0,0,6,2,2,8,1,1,0.875,1,1,1,NA,NA,0.75,1,3,3,140,3,156,3,1,1,0.897435897,953.738,1,5.952,1,1,1,0,1,1,21,0.041235801,1,1,1,1,2,2,0.5,0.5,84.88,3,1,84.88,84.88,1
4,0,0,0,2,1,5.572,32.317,0,3,3,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,13,0,1,0,0.039311765,0.039311765,0.123869995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.317,8,0,0,9,1,1,1,15,1,0,0,6,1,1,9,1,1,0.882352941,1,1,1,NA,NA,0.75,1,0,0,141,0,157,0,NA,NA,0.898089172,32.317,1,0.904,1,0,1,0,1,1,10,0.039311765,0,0,0,0,0,0,NA,NA,3.597,-1,NA,NA,30.219,1
7,0,0,0,2,1,20.189,295.014,0,32,32,8,4,7,10,1,1,1,0,0,0,8,4,7,10,1,1,1,0,0,0,13,1,1,0,0.118945582,0.027365223,0.06325425,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.014,9,1,1,9,1,1,2,16,2,1,1,7,1,1,9,1,1,0.888888889,1,1,1,1,1,0.777777778,1,7,7,148,7,164,7,1,1,0.902439024,295.014,7,-237.109,5,3,5,0,1,1,36,0.06325425,5,5,0,0,5,5,1,1,12.868,5,0,12.868,24.063,1
7,0,0,0,2,1,1.92,306.772,0,36,36,9,5,7,10,1,2,2,0,0,0,9,5,7,10,1,2,2,0,0,0,13,1,1,0,0.118945582,0.027365223,0.06325425,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.772,10,2,2,9,1,1,3,17,3,2,2,8,1,1,9,1,1,0.894736842,1,1,1,1,1,0.8,1,7,7,148,7,164,7,1,1,0.902439024,306.772,1,26.477,2,2,1,0,1,1,21,0.118945582,1,1,0,0,1,1,1,1,1.92,6,NA,NA,1.92,1
4,0,0,0,2,1,13.037,387.582,0,49,49,12,5,9,18,1,2,2,0,0,0,12,5,9,18,1,2,2,0,0,0,13,0,1,0,0.297072353,0.020547394,0.06325425,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.582,10,2,2,10,2,2,4,18,4,2,2,8,2,2,10,1,1,0.9,1,1,1,1,1,0.8,1,9,9,150,9,166,9,1,1,0.903614458,387.582,5,-329.677,3,4,4,0,1,1,36,0.06325425,5,5,0,0,5,5,1,1,13.037,4,NA,NA,54.333,1
7,0,1,0,2,1,4.423,452.258,0,56,56,14,5,10,20,1,3,3,0,0,0,14,5,10,20,1,3,3,0,0,0,13,1,1,0,0.297072353,0.020547394,0.06325425,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,452.258,11,3,3,10,2,2,5,19,5,3,3,9,2,2,10,1,1,0.904761905,1,1,1,1,1,0.818181818,1,10,10,151,10,167,10,1,1,0.904191617,452.258,3,-394.353,2,3,2,0,1,1,36,0.06325425,5,5,0,0,5,5,1,1,2.418,-1,NA,NA,6.195,1
